Activity ID	(New)	Activity Name	Duration	Start	Finish
            1SES201AR0130C	1	Structural Detail Drawing for West Substation (SS #92 & #93) _IFC	20	09-Aug-24	06-Sep-24
            1SES201AR0140A	1	Equipment Foundation Detail Drawings for West Substation (SS #92 & #93) _IFA	50	16-May-24	25-Jul-24
            1SES201AR0140B	1	Equipment Foundation Detail Drawings for West Substation (SS #92 & #93) _PTC Approval	10	26-Jul-24	08-Aug-24
            1SES201AR0140C	1	Equipment Foundation Detail Drawings for West Substation (SS #92 & #93) _IFC	20	09-Aug-24	06-Sep-24
            1SES201AR0150A	1	Structural Calculation for West Substation (SS #92 & #93) _IFA	110	29-Feb-24	08-Aug-24
            1SES201AR0150B	1	Structural Calculation for West Substation (SS #92 & #93) _PTC Approval	10	09-Aug-24	23-Aug-24
            1SES201AR0150C	1	Structural Calculation for West Substation (SS #92 & #93) _IFC	20	26-Aug-24	25-Sep-24
          Unit Operator Shelter (SCC Area)			178	01-Jun-23	19-Feb-24
            1SES201AR0210A	1	Architectural Basic Drawing for Unit Operator Shelter (SCC Area) _IFA	23	01-Jun-23	04-Jul-23
            1SES201AR0210B	1	Architectural Basic Drawing for Unit Operator Shelter (SCC Area) _PTC Approval	10	05-Jul-23	18-Jul-23
            1SES201AR0210C	1	Architectural Basic Drawing for Unit Operator Shelter (SCC Area) _IFC	46	19-Jul-23	21-Sep-23
            1SES201AR0215A	1	Architectural Detail Drawing for Unit Operator Shelter (SCC Area) _IFA	23	26-Oct-23	27-Nov-23
            1SES201AR0215B	1	Architectural Detail Drawing for Unit Operator Shelter (SCC Area) _PTC Approval	10	28-Nov-23	11-Dec-23
            1SES201AR0215C	1	Architectural Detail Drawing for Unit Operator Shelter (SCC Area) _IFC	46	12-Dec-23	19-Feb-24
            1SES201AR0220A	1	Structural Basic Drawing for Unit Operator Shelter (SCC Area) _IFA	23	19-Jul-23	21-Aug-23
            1SES201AR0220B	1	Structural Basic Drawing for Unit Operator Shelter (SCC Area) _PTC Approval	10	22-Aug-23	04-Sep-23
            1SES201AR0220C	1	Structural Basic Drawing for Unit Operator Shelter (SCC Area) _IFC	46	12-Sep-23	20-Nov-23
            1SES201AR0230A	1	Structural Detail Drawing for Unit Operator Shelter (SCC Area) _IFA	23	05-Sep-23	11-Oct-23
            1SES201AR0230B	1	Structural Detail Drawing for Unit Operator Shelter (SCC Area) _PTC Approval	10	12-Oct-23	25-Oct-23
            1SES201AR0230C	1	Structural Detail Drawing for Unit Operator Shelter (SCC Area) _IFC	46	26-Oct-23	29-Dec-23
            1SES201AR0250A	1	Structural Calculation for Unit Operator Shelter (SCC Area) _IFA	23	19-Jul-23	21-Aug-23
            1SES201AR0250B	1	Structural Calculation for Unit Operator Shelter (SCC Area) _PTC Approval	10	22-Aug-23	04-Sep-23
            1SES201AR0250C	1	Structural Calculation for Unit Operator Shelter (SCC Area) _IFC	46	05-Sep-23	13-Nov-23
          Decoking Air Comperssor Shelter			200	26-Jun-23	15-Apr-24
            1SES201AR0310A	1	Architectural Basic Drawing for Decoking Air Comperssor Shelter _IFA	50	26-Jun-23	04-Sep-23
            1SES201AR0310B	1	Architectural Basic Drawing for Decoking Air Comperssor Shelter _PTC Approval	10	05-Sep-23	18-Sep-23
            1SES201AR0310C	1	Architectural Basic Drawing for Decoking Air Comperssor Shelter _IFC	20	23-Nov-23	20-Dec-23
            1SES201AR0315A	1	Pile Drawing for Decoking Air Comperssor Shelter _IFA	50	19-Sep-23	01-Dec-23
            1SES201AR0315B	1	Pile Drawing for Decoking Air Comperssor Shelter _PTC Approval	10	04-Dec-23	15-Dec-23
            1SES201AR0315C	1	Pile Drawing for Decoking Air Comperssor Shelter _IFC	20	18-Dec-23	16-Jan-24
            1SES201AR0320A	1	Structural Basic Drawing for Decoking Air Comperssor Shelter _IFA	50	19-Sep-23	01-Dec-23
            1SES201AR0320B	1	Structural Basic Drawing for Decoking Air Comperssor Shelter _PTC Approval	10	04-Dec-23	15-Dec-23
            1SES201AR0320C	1	Structural Basic Drawing for Decoking Air Comperssor Shelter _IFC	20	18-Dec-23	16-Jan-24
            1SES201AR0330A	1	Structural Detail Drawing for Decoking Air Comperssor Shelter _IFA	50	04-Dec-23	15-Feb-24
            1SES201AR0330B	1	Structural Detail Drawing for Decoking Air Comperssor Shelter _PTC Approval	10	16-Feb-24	29-Feb-24
            1SES201AR0330C	1	Structural Detail Drawing for Decoking Air Comperssor Shelter _IFC	20	04-Mar-24	29-Mar-24
            1SES201AR0340A	1	Equipment Foundation Detail Drawings for Decoking Air Comperssor Shelter _IFA	50	18-Dec-23	29-Feb-24
            1SES201AR0340B	1	Equipment Foundation Detail Drawings for Decoking Air Comperssor Shelter _PTC Approval	10	04-Mar-24	15-Mar-24
            1SES201AR0340C	1	Equipment Foundation Detail Drawings for Decoking Air Comperssor Shelter _IFC	20	18-Mar-24	15-Apr-24
            1SES201AR0350A	1	Structural Calculation for Decoking Air Comperssor Shelter _IFA	100	19-Sep-23	15-Feb-24
            1SES201AR0350B	1	Structural Calculation for Decoking Air Comperssor Shelter _PTC Approval	10	16-Feb-24	29-Feb-24
            1SES201AR0350C	1	Structural Calculation for Decoking Air Comperssor Shelter _IFC	20	04-Mar-24	29-Mar-24
          Main Comperssor Shelter			200	01-Jun-23	21-Mar-24
            1SES201AR0410A	1	Architectural Basic Drawing for Main Comperssor Shelter _IFA	50	01-Jun-23	10-Aug-23
            1SES201AR0410B	1	Architectural Basic Drawing for Main Comperssor Shelter _PTC Approval	10	11-Aug-23	25-Aug-23
            1SES201AR0410C	1	Architectural Basic Drawing for Main Comperssor Shelter _IFC	20	23-Nov-23	20-Dec-23
            1SES201AR0415A	1	Pile Location Plan for Main Comperssor Shelter _IFA	50	28-Aug-23	09-Nov-23
            1SES201AR0415B	1	Pile Location Plan for Main Comperssor Shelter _PTC Approval	10	10-Nov-23	23-Nov-23
            1SES201AR0415C	1	Pile Location Plan for Main Comperssor Shelter _IFC	20	24-Nov-23	21-Dec-23
            1SES201AR0420A	1	Structural Basic Drawing for Main Comperssor Shelter _IFA	50	28-Aug-23	09-Nov-23
            1SES201AR0420B	1	Structural Basic Drawing for Main Comperssor Shelter _PTC Approval	10	10-Nov-23	23-Nov-23
            1SES201AR0420C	1	Structural Basic Drawing for Main Comperssor Shelter _IFC	20	24-Nov-23	21-Dec-23
            1SES201AR0430A	1	Structural Detail Drawing for Main Comperssor Shelter _IFA	50	10-Nov-23	22-Jan-24
            1SES201AR0430B	1	Structural Detail Drawing for Main Comperssor Shelter _PTC Approval	10	23-Jan-24	05-Feb-24
            1SES201AR0430C	1	Structural Detail Drawing for Main Comperssor Shelter _IFC	20	06-Feb-24	07-Mar-24
            1SES201AR0440A	1	Equipment Foundation Detail Drawings for Main Comperssor Shelter _IFA	50	24-Nov-23	05-Feb-24
            1SES201AR0440B	1	Equipment Foundation Detail Drawings for Main Comperssor Shelter _PTC Approval	10	06-Feb-24	21-Feb-24
            1SES201AR0440C	1	Equipment Foundation Detail Drawings for Main Comperssor Shelter _IFC	20	22-Feb-24	21-Mar-24
            1SES201AR0450A	1	Structural Calculation for Main Comperssor Shelter _IFA	50	10-Nov-23	22-Jan-24
            1SES201AR0450B	1	Structural Calculation for Main Comperssor Shelter _PTC Approval	10	23-Jan-24	05-Feb-24
            1SES201AR0450C	1	Structural Calculation for Main Comperssor Shelter _IFC	20	06-Feb-24	07-Mar-24
          Combined SCC & TC2C Catalyst Storage			178	01-Jun-23	19-Feb-24
            1SES201AR0510A	1	Architectural Basic Drawing for Combined SCC & TC2C Catalyst Storage _IFA	23	01-Jun-23	04-Jul-23
            1SES201AR0510B	1	Architectural Basic Drawing for Combined SCC & TC2C Catalyst Storage _PTC Approval	10	05-Jul-23	18-Jul-23
            1SES201AR0510C	1	Architectural Basic Drawing for Combined SCC & TC2C Catalyst Storage _IFC	46	19-Jul-23	21-Sep-23
            1SES201AR0515A	1	Architectural Detail Drawing for Combined SCC & TC2C Catalyst Storage _IFA	23	26-Oct-23	27-Nov-23
            1SES201AR0515B	1	Architectural Detail Drawing for Combined SCC & TC2C Catalyst Storage _PTC Approval	10	28-Nov-23	11-Dec-23
            1SES201AR0515C	1	Architectural Detail Drawing for Combined SCC & TC2C Catalyst Storage _IFC	46	12-Dec-23	19-Feb-24
            1SES201AR0520A	1	Structural Basic Drawing for Combined SCC & TC2C Catalyst Storage _IFA	23	19-Jul-23	21-Aug-23
            1SES201AR0520B	1	Structural Basic Drawing for Combined SCC & TC2C Catalyst Storage _PTC Approval	10	22-Aug-23	04-Sep-23
            1SES201AR0520C	1	Structural Basic Drawing for Combined SCC & TC2C Catalyst Storage _IFC	46	05-Sep-23	13-Nov-23
            1SES201AR0530A	1	Structural Detail Drawing for Combined SCC & TC2C Catalyst Storage _IFA	23	05-Sep-23	11-Oct-23
            1SES201AR0530B	1	Structural Detail Drawing for Combined SCC & TC2C Catalyst Storage _PTC Approval	10	12-Oct-23	25-Oct-23
            1SES201AR0530C	1	Structural Detail Drawing for Combined SCC & TC2C Catalyst Storage _IFC	46	26-Oct-23	29-Dec-23
            1SES201AR0550A	1	Structural Calculation for Combined SCC & TC2C Catalyst Storage _IFA	23	19-Jul-23	21-Aug-23
            1SES201AR0550B	1	Structural Calculation for Combined SCC & TC2C Catalyst Storage _PTC Approval	10	22-Aug-23	04-Sep-23
            1SES201AR0550C	1	Structural Calculation for Combined SCC & TC2C Catalyst Storage _IFC	46	05-Sep-23	13-Nov-23
          Fire Point Shelter			112	01-Jun-23	13-Nov-23
            1SES201AR0610A	1	Architectural Basic Drawing for Fire Point Shelter _IFA	23	01-Jun-23	04-Jul-23
            1SES201AR0610B	1	Architectural Basic Drawing for Fire Point Shelter _PTC Approval	10	05-Jul-23	18-Jul-23
            1SES201AR0610C	1	Architectural Basic Drawing for Fire Point Shelter _IFC	46	19-Jul-23	21-Sep-23
            1SES201AR0620A	1	Structural Basic Drawing for Fire Point Shelter _IFA	23	19-Jul-23	21-Aug-23
            1SES201AR0620B	1	Structural Basic Drawing for Fire Point Shelter _PTC Approval	10	22-Aug-23	04-Sep-23
            1SES201AR0620C	1	Structural Basic Drawing for Fire Point Shelter _IFC	46	05-Sep-23	13-Nov-23
            1SES201AR0650A	1	Structural Calculation for Fire Point Shelter _IFA	23	19-Jul-23	21-Aug-23
            1SES201AR0650B	1	Structural Calculation for Fire Point Shelter _PTC Approval	10	22-Aug-23	04-Sep-23
            1SES201AR0650C	1	Structural Calculation for Fire Point Shelter _IFC	46	05-Sep-23	13-Nov-23
          Foam PKG Shelter			112	01-Jun-23	13-Nov-23
            1SES201AR0710A	1	Architectural Basic Drawing for Foam PKG Shelter _IFA - 삭제	23	01-Jun-23	04-Jul-23
            1SES201AR0710B	1	Architectural Basic Drawing for Foam PKG Shelter _PTC Approval	10	05-Jul-23	18-Jul-23
            1SES201AR0710C	1	Architectural Basic Drawing for Foam PKG Shelter _IFC	46	19-Jul-23	21-Sep-23
            1SES201AR0720A	1	Structural Basic Drawing for Foam PKG Shelter _IFA	23	19-Jul-23	21-Aug-23
            1SES201AR0720B	1	Structural Basic Drawing for Foam PKG Shelter _PTC Approval	10	22-Aug-23	04-Sep-23
            1SES201AR0720C	1	Structural Basic Drawing for Foam PKG Shelter _IFC	46	05-Sep-23	13-Nov-23
            1SES201AR0750A	1	Structural Calculation for Foam PKG Shelter _IFA	23	19-Jul-23	21-Aug-23
            1SES201AR0750B	1	Structural Calculation for Foam PKG Shelter _PTC Approval	10	22-Aug-23	04-Sep-23
            1SES201AR0750C	1	Structural Calculation for Foam PKG Shelter _IFC	46	05-Sep-23	13-Nov-23
          ROG FEED Comperssor Shelter			200	05-Sep-23	28-Jun-24
            1SES201AR0810A	1	Architectural Basic Drawing for ROG FEED Comperssor Shelter _IFA	50	05-Sep-23	17-Nov-23
            1SES201AR0810B	1	Architectural Basic Drawing for ROG FEED Comperssor Shelter _PTC Approval	10	20-Nov-23	01-Dec-23
            1SES201AR0810C	1	Architectural Basic Drawing for ROG FEED Comperssor Shelter _IFC	20	04-Dec-23	02-Jan-24
            1SES201AR0820A	1	Structural Basic Drawing for ROG FEED Comperssor Shelter _IFA	50	04-Dec-23	15-Feb-24
            1SES201AR0820B	1	Structural Basic Drawing for ROG FEED Comperssor Shelter _PTC Approval	10	16-Feb-24	29-Feb-24
            1SES201AR0820C	1	Structural Basic Detail for ROG FEED Comperssor Shelter _IFC	20	04-Mar-24	29-Mar-24
            1SES201AR0830A	1	Structural Detail for ROG FEED Comperssor Shelter _IFA	50	16-Feb-24	29-Apr-24
            1SES201AR0830B	1	Structural Detail for ROG FEED Comperssor Shelter _PTC Approval	10	30-Apr-24	16-May-24
            1SES201AR0830C	1	Structural Drawing for ROG FEED Comperssor Shelter _IFC	20	17-May-24	14-Jun-24
            1SES201AR0840A	1	Equipment Foundation Detail Drawings for ROG FEED Comperssor Shelter _IFA	50	04-Mar-24	16-May-24
            1SES201AR0840B	1	Equipment Foundation Detail Drawings for ROG FEED Comperssor Shelter _PTC Approval	10	17-May-24	30-May-24
            1SES201AR0840C	1	Equipment Foundation Detail Drawings for ROG FEED Comperssor Shelter _IFC	20	31-May-24	28-Jun-24
            1SES201AR0850A	1	Structural Calculation for ROG FEED Comperssor Shelter _IFA	100	04-Dec-23	29-Apr-24
            1SES201AR0850B	1	Structural Calculation for ROG FEED Comperssor Shelter _PTC Approval	10	30-Apr-24	16-May-24
            1SES201AR0850C	1	Structural Calculation for ROG FEED Comperssor Shelter _IFC	20	17-May-24	14-Jun-24
          Hydrogen Boost Comperssor Shelter			200	22-Aug-23	14-Jun-24
            1SES201AR0910A	1	Architectural Basic Drawing for Hydrogen Boost Comperssor Shelter _IFA	50	22-Aug-23	03-Nov-23
            1SES201AR0910B	1	Architectural Basic Drawing for Hydrogen Boost Comperssor Shelter _PTC Approval	10	06-Nov-23	17-Nov-23
            1SES201AR0910C	1	Architectural Basic Drawing for Hydrogen Boost Comperssor Shelter _IFC	20	23-Nov-23	20-Dec-23
            1SES201AR0920A	1	Structural Basic Drawing for Hydrogen Boost Comperssor Shelter _IFA	50	20-Nov-23	30-Jan-24
            1SES201AR0920B	1	Structural Basic Drawing for Hydrogen Boost Comperssor Shelter _PTC Approval	10	31-Jan-24	15-Feb-24
            1SES201AR0920C	1	Structural Basic Drawing for Hydrogen Boost Comperssor Shelter _IFC	20	16-Feb-24	15-Mar-24
            1SES201AR0930A	1	Structural Detail Drawing for Hydrogen Boost Comperssor Shelter _IFA	50	31-Jan-24	15-Apr-24
            1SES201AR0930B	1	Structural Detail Drawing for Hydrogen Boost Comperssor Shelter _PTC Approval	10	16-Apr-24	29-Apr-24
            1SES201AR0930C	1	Structural Detail Drawing for Hydrogen Boost Comperssor Shelter _IFC	20	30-Apr-24	30-May-24
            1SES201AR0940A	1	Equipment Foundation Detail Drawings for Hydrogen Boost Comperssor Shelter _IFA	50	16-Feb-24	29-Apr-24
            1SES201AR0940B	1	Equipment Foundation Detail Drawings for Hydrogen Boost Comperssor Shelter _PTC Approval	10	30-Apr-24	16-May-24
            1SES201AR0940C	1	Equipment Foundation Detail Drawings for Hydrogen Boost Comperssor Shelter _IFC	20	17-May-24	14-Jun-24
            1SES201AR0950A	1	Structural Calculation for Hydrogen Boost Comperssor Shelter _IFA	100	20-Nov-23	15-Apr-24
            1SES201AR0950B	1	Structural Calculation for Hydrogen Boost Comperssor Shelter _PTC Approval	10	16-Apr-24	29-Apr-24
            1SES201AR0950C	1	Structural Calculation for Hydrogen Boost Comperssor Shelter _IFC	20	30-Apr-24	30-May-24
          PSA Reject Gas Comperssor Shelter			150	07-Aug-23	15-Mar-24
            1SES201AR1010A	1	Architectural Basic Drawing for PSA Reject Gas Comperssor Shelter _IFA	50	07-Aug-23	20-Oct-23
            1SES201AR1010B	1	Architectural Basic Drawing for PSA Reject Gas Comperssor Shelter _PTC Approval	10	23-Oct-23	03-Nov-23
            1SES201AR1010C	1	Architectural Basic Drawing for PSA Reject Gas Comperssor Shelter _IFC	20	23-Nov-23	20-Dec-23
            1SES201AR1020A	1	Structural Basic Drawing for PSA Reject Gas Comperssor Shelter _IFA	50	06-Nov-23	16-Jan-24
            1SES201AR1020B	1	Structural Basic Drawing for PSA Reject Gas Comperssor Shelter _PTC Approval	10	17-Jan-24	30-Jan-24
            1SES201AR1020C	1	Structural Basic Drawing for PSA Reject Gas Comperssor Shelter _IFC	20	31-Jan-24	29-Feb-24
            1SES201AR1030A	1	Structural Detail Drawing for PSA Reject Gas Comperssor Shelter _IFA	50	06-Nov-23	16-Jan-24
            1SES201AR1030B	1	Structural Detail Drawing for PSA Reject Gas Comperssor Shelter _PTC Approval	10	17-Jan-24	30-Jan-24
            1SES201AR1030C	1	Structural Detail Drawing for PSA Reject Gas Comperssor Shelter _IFC	20	31-Jan-24	29-Feb-24
            1SES201AR1040A	1	Equipment Foundation Detail Drawings for PSA Reject Gas Comperssor Shelter _IFA	50	20-Nov-23	30-Jan-24
            1SES201AR1040B	1	Equipment Foundation Detail Drawings for PSA Reject Gas Comperssor Shelter _PTC Approval	10	31-Jan-24	15-Feb-24
            1SES201AR1040C	1	Equipment Foundation Detail Drawings for PSA Reject Gas Comperssor Shelter _IFC	20	16-Feb-24	15-Mar-24
            1SES201AR1050A	1	Structural Calculation for PSA Reject Gas Comperssor Shelter _IFA	50	06-Nov-23	16-Jan-24
            1SES201AR1050B	1	Structural Calculation for PSA Reject Gas Comperssor Shelter _PTC Approval	10	17-Jan-24	30-Jan-24
            1SES201AR1050C	1	Structural Calculation for PSA Reject Gas Comperssor Shelter _IFC	20	31-Jan-24	29-Feb-24
          Central Control Building			200	03-Nov-23	23-Aug-24
            1UES202AR0010A	1	Architectural Basic Drawing for Central Control Building _IFA	50	03-Nov-23	15-Jan-24
            1UES202AR0010B	1	Architectural Basic Drawing for Central Control Building _PTC Approval	10	16-Jan-24	29-Jan-24
            1UES202AR0010C	1	Architectural Basic Drawing for Central Control Building _IFC	20	30-Jan-24	28-Feb-24
            1UES202AR0015A	1	Architectural Detail Drawing for Central Control Building _IFA	50	30-Jan-24	12-Apr-24
            1UES202AR0015B	1	Architectural Detail Drawing for Central Control Building _PTC Approval	10	15-Apr-24	26-Apr-24
            1UES202AR0015C	1	Architectural Detail Drawing for Central Control Building _IFC	20	29-Apr-24	29-May-24
            1UES202AR0020A	1	Structural Basic Drawing for Central Control Building _IFA	50	30-Jan-24	12-Apr-24
            1UES202AR0020B	1	Structural Basic Drawing for Central Control Building _PTC Approval	10	15-Apr-24	26-Apr-24
            1UES202AR0020C	1	Structural Basic Drawing for Central Control Building _IFC	20	29-Apr-24	29-May-24
            1UES202AR0030A	1	Structural Detail Drawing for Central Control Building _IFA	50	15-Apr-24	27-Jun-24
            1UES202AR0030B	1	Structural Detail Drawing for Central Control Building _PTC Approval	10	28-Jun-24	11-Jul-24
            1UES202AR0030C	1	Structural Detail Drawing for Central Control Building _IFC	20	12-Jul-24	08-Aug-24
            1UES202AR0040A	1	Equipment Foundation Detail Drawings for Central Control Building _IFA	50	30-Jan-24	12-Apr-24
            1UES202AR0040B	1	Equipment Foundation Detail Drawings for Central Control Building _PTC Approval	10	15-Apr-24	26-Apr-24
            1UES202AR0040C	1	Equipment Foundation Detail Drawings for Central Control Building _IFC	20	29-Apr-24	29-May-24
            1UES202AR0050A	1	Structural Calculation for Central Control Building _IFA	110	30-Jan-24	11-Jul-24
            1UES202AR0050B	1	Structural Calculation for Central Control Building _PTC Approval	10	12-Jul-24	25-Jul-24
            1UES202AR0050C	1	Structural Calculation for Central Control Building _IFC	20	26-Jul-24	23-Aug-24
          Utility Substation (SS #96)			200	20-Oct-23	08-Aug-24
            1UES202AR0110A	1	Architectural Basic Drawing for Utility Substation (SS #96) _IFA	50	20-Oct-23	29-Dec-23
            1UES202AR0110B	1	Architectural Basic Drawing for Utility Substation (SS #96) _PTC Approval	10	02-Jan-24	15-Jan-24
            1UES202AR0110C	1	Architectural Basic Drawing for Utility Substation (SS #96) _IFC	20	05-Mar-24	01-Apr-24
            1UES202AR0115A	1	Architectural Detail Drawing for Utility Substation (SS #96) _IFA	50	16-Jan-24	28-Mar-24
            1UES202AR0115B	1	Architectural Detail Drawing for Utility Substation (SS #96) _PTC Approval	10	29-Mar-24	12-Apr-24
            1UES202AR0115C	1	Architectural Detail Drawing for Utility Substation (SS #96) _IFC	20	15-Apr-24	14-May-24
            1UES202AR0120A	1	Structural Basic Drawing for Utility Substation (SS #96) _IFA	50	16-Jan-24	28-Mar-24
            1UES202AR0120B	1	Structural Basic Drawing for Utility Substation (SS #96) _PTC Approval	10	29-Mar-24	12-Apr-24
            1UES202AR0120C	1	Structural Basic Drawing for Utility Substation (SS #96) _IFC	20	15-Apr-24	14-May-24
            1UES202AR0130A	1	Structural Detail Drawing for Utility Substation (SS #96) _IFA	50	15-Apr-24	27-Jun-24
            1UES202AR0130B	1	Structural Detail Drawing for Utility Substation (SS #96) _PTC Approval	10	28-Jun-24	11-Jul-24
            1UES202AR0130C	1	Structural Detail Drawing for Utility Substation (SS #96) _IFC	20	12-Jul-24	08-Aug-24
            1UES202AR0140A	1	Equipment Foundation Detail Drawings for Utility Substation (SS #96) _IFA	50	21-Dec-23	06-Mar-24
            1UES202AR0140B	1	Equipment Foundation Detail Drawings for Utility Substation (SS #96) _PTC Approval	10	07-Mar-24	20-Mar-24
            1UES202AR0140C	1	Equipment Foundation Detail Drawings for Utility Substation (SS #96) _IFC	20	21-Mar-24	18-Apr-24
            1UES202AR0150A	1	Structural Calculation for Utility Substation (SS #96) _IFA	110	16-Jan-24	27-Jun-24
            1UES202AR0150B	1	Structural Calculation for Utility Substation (SS #96) _PTC Approval	10	28-Jun-24	11-Jul-24
            1UES202AR0150C	1	Structural Calculation for Utility Substation (SS #96) _IFC	20	12-Jul-24	08-Aug-24
          Radioactive Material Storage Building			200	01-Jun-23	21-Mar-24
            1UES202AR0210A	1	Architectural Basic Drawing for Radioactive Material Storage Building _IFA	50	01-Jun-23	10-Aug-23
            1UES202AR0210B	1	Architectural Basic Drawing for Radioactive Material Storage Building _PTC Approval	10	11-Aug-23	25-Aug-23
            1UES202AR0210C	1	Architectural Basic Drawing for Radioactive Material Storage Building _IFC	20	16-Nov-23	13-Dec-23
            1UES202AR0215A	1	Architectural Detail Drawing for Radioactive Material Storage Building _IFA	50	28-Aug-23	09-Nov-23
            1UES202AR0215B	1	Architectural Detail Drawing for Radioactive Material Storage Building _PTC Approval	10	10-Nov-23	23-Nov-23
            1UES202AR0215C	1	Architectural Detail Drawing for Radioactive Material Storage Building _IFC	20	24-Nov-23	21-Dec-23
            1UES202AR0220A	1	Structural Basic Drawing for Radioactive Material Storage Building _IFA	50	28-Aug-23	09-Nov-23
            1UES202AR0220B	1	Structural Basic Drawing for Radioactive Material Storage Building _PTC Approval	10	10-Nov-23	23-Nov-23
            1UES202AR0220C	1	Structural Basic Drawing for Radioactive Material Storage Building _IFC	20	24-Nov-23	21-Dec-23
            1UES202AR0230A	1	Structural Detail Drawing for Radioactive Material Storage Building _IFA	50	10-Nov-23	22-Jan-24
            1UES202AR0230B	1	Structural Detail Drawing for Radioactive Material Storage Building _PTC Approval	10	23-Jan-24	05-Feb-24
            1UES202AR0230C	1	Structural Detail Drawing for Radioactive Material Storage Building _IFC	20	06-Feb-24	07-Mar-24
            1UES202AR0240A	1	Equipment Foundation Detail Drawings for Radioactive Material Storage Building _IFA	50	24-Nov-23	05-Feb-24
            1UES202AR0240B	1	Equipment Foundation Detail Drawings for Radioactive Material Storage Building _PTC Approval	10	06-Feb-24	21-Feb-24
            1UES202AR0240C	1	Equipment Foundation Detail Drawings for Radioactive Material Storage Building _IFC	20	22-Feb-24	21-Mar-24
            1UES202AR0250A	1	Structural Calculation for Radioactive Material Storage Building _IFA	100	28-Aug-23	22-Jan-24
            1UES202AR0250B	1	Structural Calculation for Radioactive Material Storage Building _PTC Approval	10	23-Jan-24	05-Feb-24
            1UES202AR0250C	1	Structural Calculation for Radioactive Material Storage Building _IFC	20	06-Feb-24	07-Mar-24
          Waste Water Treatment Building			200	19-Dec-23	15-Oct-24
            1UES202AR0310A	1	Architectural Basic Drawing for Waste Water Treatment Building _IFA	50	19-Dec-23	04-Mar-24
            1UES202AR0310B	1	Architectural Basic Drawing for Waste Water Treatment Building _PTC Approval	10	05-Mar-24	18-Mar-24
            1UES202AR0310C	1	Architectural Basic Drawing for Waste Water Treatment Building _IFC	20	19-Mar-24	16-Apr-24
            1UES202AR0315A	1	Architectural Detail Drawing for Waste Water Treatment Building _IFA	50	19-Mar-24	31-May-24
            1UES202AR0315B	1	Architectural Detail Drawing for Waste Water Treatment Building _PTC Approval	10	03-Jun-24	17-Jun-24
            1UES202AR0315C	1	Architectural Detail Drawing for Waste Water Treatment Building _IFC	20	18-Jun-24	15-Jul-24
            1UES202AR0320A	1	Structural Basic Drawing for Waste Water Treatment Building _IFA	50	19-Mar-24	31-May-24
            1UES202AR0320B	1	Structural Basic Drawing for Waste Water Treatment Building _PTC Approval	10	03-Jun-24	17-Jun-24
            1UES202AR0320C	1	Structural Basic Drawing for Waste Water Treatment Building _IFC	20	18-Jun-24	15-Jul-24
            1UES202AR0330A	1	Structural Detail Drawing for Waste Water Treatment Building _IFA	50	03-Jun-24	12-Aug-24
            1UES202AR0330B	1	Structural Detail Drawing for Waste Water Treatment Building _PTC Approval	10	13-Aug-24	27-Aug-24
            1UES202AR0330C	1	Structural Detail Drawing for Waste Water Treatment Building _IFC	20	28-Aug-24	27-Sep-24
            1UES202AR0340A	1	Equipment Foundation Detail Drawings for Waste Water Treatment Building _IFA	50	18-Jun-24	27-Aug-24
            1UES202AR0340B	1	Equipment Foundation Detail Drawings for Waste Water Treatment Building _PTC Approval	10	28-Aug-24	10-Sep-24
            1UES202AR0340C	1	Equipment Foundation Detail Drawings for Waste Water Treatment Building _IFC	20	11-Sep-24	15-Oct-24
            1UES202AR0350A	1	Structural Calculation for Waste Water Treatment Building _IFA	100	19-Mar-24	12-Aug-24
            1UES202AR0350B	1	Structural Calculation for Waste Water Treatment Building _PTC Approval	10	13-Aug-24	27-Aug-24
            1UES202AR0350C	1	Structural Calculation for Waste Water Treatment Building _IFC	20	28-Aug-24	27-Sep-24
          Waste Storage House			200	11-Dec-23	04-Oct-24
            1UES202AR0410A	1	Architectural Basic Drawing for Waste Storage House _IFA	50	11-Dec-23	22-Feb-24
            1UES202AR0410B	1	Architectural Basic Drawing for Waste Storage House _PTC Approval	10	23-Feb-24	08-Mar-24
            1UES202AR0410C	1	Architectural Basic Drawing for Waste Storage House _IFC	20	11-Mar-24	05-Apr-24
            1UES202AR0420A	1	Structural Basic Drawing for Waste Storage House _IFA	50	11-Mar-24	23-May-24
            1UES202AR0420B	1	Structural Basic Drawing for Waste Storage House _PTC Approval	10	24-May-24	07-Jun-24
            1UES202AR0420C	1	Structural Basic Drawing for Waste Storage House _IFC	20	10-Jun-24	05-Jul-24
            1UES202AR0430A	1	Structural Detail Drawing for Waste Storage House _IFA	50	24-May-24	02-Aug-24
            1UES202AR0430B	1	Structural Detail Drawing for Waste Storage House _PTC Approval	10	05-Aug-24	19-Aug-24
            1UES202AR0430C	1	Structural Detail Drawing for Waste Storage House _IFC	20	20-Aug-24	19-Sep-24
            1UES202AR0440A	1	Equipment Foundation Detail Drawings for Waste Storage House _IFA	50	10-Jun-24	19-Aug-24
            1UES202AR0440B	1	Equipment Foundation Detail Drawings for Waste Storage House _PTC Approval	10	20-Aug-24	02-Sep-24
            1UES202AR0440C	1	Equipment Foundation Detail Drawings for Waste Storage House _IFC	20	03-Sep-24	04-Oct-24
            1UES202AR0450A	1	Structural Calculation for Waste Storage House _IFA	100	11-Mar-24	02-Aug-24
